#Re    B    Pr    Pe    BPe    t    avg_uh    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.4550e+01    3.0373e+00    1.8091e-09    1.4208e+01    4.0011e-07    2.2921e-07    1.7147e-09    7.5307e+00    5.2803e-07    4.0985e-07    2.0140e-09    2.8692e+01    1.2262e-07    1.2635e-07    1.5387e-09    5.8575e+00    6.5898e-07    4.7283e-07    2.0298e-09    2.1021e+01    1.8888e-07    1.7381e-07    1.6704e-09    1.6704e-09    4.2728e-07    2.7856e-07    3.2442e-09    4.9508e+01    1.1916e-07    1.1795e-07    6.8448e-01    3.1552e-01    4.4933e-01    5.5067e-01    9.1182e-01    8.8181e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.6531e+01    3.2193e+00    1.0252e-08    1.2805e+01    3.3461e-06    1.4411e-06    9.7924e-09    6.9169e+00    4.1745e-06    2.5483e-06    1.1640e-08    3.0613e+01    8.4046e-07    6.8443e-07    9.8512e-09    5.4032e+00    5.3685e-06    3.2818e-06    1.0643e-08    2.0031e+01    1.3716e-06    9.5635e-07    9.8220e-09    9.8220e-09    3.5537e-06    1.8763e-06    1.6034e-08    5.8319e+01    5.5274e-07    4.9487e-07    7.5153e-01    2.4847e-01    4.9400e-01    5.0600e-01    9.3083e-01    6.9170e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.8515e+01    3.3796e+00    3.6265e-08    1.2232e+01    1.4638e-05    5.3365e-06    3.1613e-08    6.4221e+00    1.7668e-05    8.8604e-06    5.2824e-08    3.2911e+01    3.8547e-06    2.8890e-06    2.9045e-08    5.0257e+00    2.2080e-05    1.0403e-05    4.4604e-08    2.0556e+01    6.0426e-06    3.9059e-06    3.5601e-08    3.5601e-08    1.5529e-05    7.0407e-06    4.5929e-08    5.7768e+01    1.6901e-06    1.4311e-06    7.8067e-01    2.1933e-01    5.3598e-01    4.6402e-01    9.3568e-01    6.4324e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.0260e+01    3.6696e+00    2.9092e-07    1.2769e+01    9.4202e-05    4.1008e-05    3.1298e-07    6.7782e+00    1.1692e-04    8.3106e-05    2.1339e-07    3.3826e+01    1.4357e-05    1.1355e-05    3.1844e-07    5.0257e+00    1.5316e-04    1.1404e-04    2.6375e-07    2.0413e+01    3.5999e-05    2.3256e-05    2.9926e-07    2.9926e-07    1.0034e-04    5.6529e-05    1.7014e-07    5.9700e+01    5.3083e-06    5.1299e-06    7.7852e-01    2.2148e-01    4.9679e-01    5.0321e-01    9.3541e-01    6.4587e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.2003e+01    3.8311e+00    2.6647e-06    1.2299e+01    1.1130e-03    3.8984e-04    2.9978e-06    7.6776e+00    1.3926e-03    7.0235e-04    1.5095e-06    2.8323e+01    1.4343e-04    9.5920e-05    2.9190e-06    6.2534e+00    1.9166e-03    8.3951e-04    2.4342e-06    1.7779e+01    3.8458e-04    2.4638e-04    2.7680e-06    2.7680e-06    1.1681e-03    4.9801e-04    6.2630e-07    5.7651e+01    2.6354e-05    1.9554e-05    7.7617e-01    2.2383e-01    4.7548e-01    5.2452e-01    9.5175e-01    4.8246e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.3805e+01    4.0381e+00    1.2305e-05    1.2928e+01    5.0278e-03    1.7104e-03    1.3436e-05    7.4220e+00    6.5163e-03    3.2480e-03    9.1452e-06    2.8311e+01    8.6919e-04    5.8111e-04    1.3850e-05    5.5769e+00    9.2030e-03    4.4502e-03    1.1201e-05    1.8185e+01    2.0418e-03    1.1074e-03    1.2760e-05    1.2760e-05    5.2730e-03    2.1902e-03    3.2085e-06    6.2168e+01    1.2764e-04    9.2890e-05    7.3642e-01    2.6358e-01    4.1697e-01    5.8303e-01    9.5235e-01    4.7651e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.5480e+01    4.0483e+00    6.2843e-05    1.2401e+01    1.9007e-02    9.0389e-03    6.9513e-05    7.2356e+00    2.3524e-02    1.6999e-02    4.0600e-05    2.9629e+01    3.9428e-03    2.4604e-03    6.8973e-05    5.6694e+00    2.9823e-02    2.1429e-02    5.7763e-05    1.7981e+01    1.0042e-02    5.7490e-03    6.5162e-05    6.5162e-05    1.9957e-02    1.1857e-02    1.7966e-05    6.3230e+01    6.1852e-04    5.1118e-04    7.6931e-01    2.3069e-01    4.5321e-01    5.4679e-01    9.5087e-01    4.9134e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.7244e+01    4.0706e+00    4.5639e-04    1.1311e+01    9.1960e-02    6.7712e-02    4.8634e-04    7.5639e+00    1.0808e-01    1.0373e-01    3.4148e-04    2.5688e+01    3.0092e-02    2.3369e-02    4.9409e-04    6.0443e+00    1.3252e-01    1.2827e-01    4.2423e-04    1.5803e+01    5.7360e-02    4.6092e-02    4.7109e-04    4.7109e-04    9.5307e-02    8.1230e-02    6.4471e-05    5.7150e+01    2.7314e-03    2.0265e-03    7.9327e-01    2.0673e-01    4.6036e-01    5.3964e-01    9.6384e-01    3.6158e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.9009e+01    4.0928e+00    3.7928e-03    1.3763e+01    2.8507e-01    3.3156e-01    4.1575e-03    9.7958e+00    3.2857e-01    4.3309e-01    2.5006e-03    2.7820e+01    1.3098e-01    1.3926e-01    4.3554e-03    8.4334e+00    3.6462e-01    4.8176e-01    3.3566e-03    1.7895e+01    2.2341e-01    2.5241e-01    3.9141e-03    3.9141e-03    2.9591e-01    3.7261e-01    9.4075e-04    5.8430e+01    3.0389e-02    2.8164e-02    7.7987e-01    2.2013e-01    4.3666e-01    5.6334e-01    9.5919e-01    4.0812e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.0531e+01    4.2215e+00    2.7576e-02    3.5630e+01    4.7125e-01    5.8214e-01    2.8682e-02    2.9691e+01    5.1505e-01    6.3488e-01    2.3893e-02    5.5408e+01    3.2538e-01    4.3700e-01    2.8532e-02    2.4430e+01    5.5109e-01    6.7765e-01    2.6790e-02    4.4847e+01    4.0554e-01    5.1813e-01    2.8012e-02    2.8012e-02    4.8585e-01    6.0189e-01    1.8814e-02    8.1464e+01    1.7757e-01    2.9364e-01    7.6906e-01    2.3094e-01    4.5144e-01    5.4856e-01    9.5262e-01    4.7378e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.1949e+01    4.1461e+00    9.8990e-02    1.0356e+02    5.4730e-01    6.3243e-01    1.0325e-01    9.6813e+01    5.6907e-01    6.5749e-01    8.0647e-02    1.3264e+02    4.5348e-01    5.2254e-01    1.1384e-01    9.5223e+01    5.8993e-01    6.8273e-01    8.1361e-02    1.1346e+02    4.9668e-01    5.6346e-01    1.0079e-01    1.0079e-01    5.5923e-01    6.4106e-01    6.3424e-02    1.4278e+02    3.1141e-01    4.4432e-01    8.1166e-01    1.8834e-01    5.4286e-01    4.5714e-01    9.5187e-01    4.8131e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.3184e+01    4.0658e+00    2.4543e-01    2.2084e+02    5.5839e-01    6.6671e-01    2.4378e-01    1.8487e+02    5.7683e-01    7.0358e-01    2.5082e-01    3.3844e+02    4.9814e-01    5.7155e-01    2.5773e-01    1.7441e+02    5.8629e-01    7.2677e-01    2.3265e-01    2.6905e+02    5.2944e-01    6.0884e-01    2.4042e-01    2.4042e-01    5.6904e-01    6.8615e-01    3.1495e-01    5.3884e+02    4.1046e-01    5.1269e-01    7.6573e-01    2.3427e-01    5.0935e-01    4.9065e-01    9.3284e-01    6.7162e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.4268e+01    3.7988e+00    2.4380e-01    2.9037e+02    5.4386e-01    6.0180e-01    2.2731e-01    2.3032e+02    5.5801e-01    6.3983e-01    2.9449e-01    4.7498e+02    5.0039e-01    5.2742e-01    2.1987e-01    2.1450e+02    5.6159e-01    6.4852e-01    2.6948e-01    3.7179e+02    5.2485e-01    5.6610e-01    2.3233e-01    2.3233e-01    5.5240e-01    6.2381e-01    3.6094e-01    6.8027e+02    4.5671e-01    4.8851e-01    7.5454e-01    2.4546e-01    5.1762e-01    4.8238e-01    9.1082e-01    8.9179e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.5314e+01    3.4510e+00    3.5984e-01    4.2384e+02    5.4978e-01    6.0446e-01    3.2374e-01    2.8196e+02    5.7196e-01    6.7392e-01    4.5121e-01    7.8296e+02    4.9365e-01    5.0916e-01    3.2140e-01    2.5595e+02    5.8157e-01    6.9328e-01    4.0021e-01    6.0017e+02    5.1640e-01    5.4552e-01    3.3152e-01    3.3152e-01    5.6216e-01    6.5335e-01    5.5017e-01    1.1446e+03    4.6658e-01    4.6387e-01    7.1680e-01    2.8320e-01    5.1225e-01    4.8775e-01    8.7048e-01    1.2952e-01    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.6343e+01    2.9566e+00    3.9220e-01    4.6410e+02    5.7112e-01    6.0335e-01    3.5779e-01    2.7308e+02    6.0751e-01    7.0223e-01    4.5377e-01    8.0586e+02    5.0601e-01    5.0337e-01    3.5856e-01    2.5110e+02    6.1604e-01    7.1991e-01    4.2145e-01    6.4929e+02    5.3207e-01    5.3882e-01    3.6278e-01    3.6278e-01    5.9769e-01    6.8121e-01    5.0734e-01    1.0844e+03    4.6715e-01    4.5716e-01    6.4147e-01    3.5853e-01    4.6509e-01    5.3491e-01    7.9646e-01    2.0354e-01    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.7505e+01    2.7849e+00    2.0057e-01    3.2487e+02    5.0804e-01    5.2636e-01    1.6615e-01    2.2731e+02    5.2555e-01    5.6816e-01    3.0344e-01    6.1641e+02    4.5570e-01    4.6981e-01    1.6252e-01    2.1162e+02    5.3346e-01    5.8025e-01    2.4871e-01    4.6812e+02    4.7588e-01    4.8884e-01    1.7490e-01    1.7490e-01    5.1822e-01    5.5692e-01    3.9773e-01    8.9627e+02    4.2983e-01    4.4407e-01    7.4927e-01    2.5073e-01    5.5847e-01    4.4153e-01    8.8479e-01    1.1521e-01    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.8795e+01    2.4689e+00    1.8908e-01    3.2643e+02    4.8147e-01    5.1043e-01    1.6684e-01    2.4759e+02    4.9120e-01    5.4812e-01    2.7454e-01    6.2949e+02    4.4404e-01    4.3979e-01    1.6536e-01    2.3421e+02    4.9760e-01    5.5963e-01    2.2963e-01    4.8410e+02    4.5389e-01    4.6058e-01    1.7169e-01    1.7169e-01    4.8722e-01    5.3841e-01    3.3881e-01    8.5591e+02    4.3190e-01    4.1607e-01    7.9356e-01    2.0644e-01    6.3095e-01    3.6905e-01    8.9595e-01    1.0405e-01    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.0188e+01    2.1701e+00    1.1710e-01    3.5342e+02    3.5320e-01    3.7359e-01    9.1272e-02    2.7927e+02    3.5065e-01    3.7039e-01    2.4867e-01    7.3114e+02    3.6616e-01    3.7973e-01    8.7176e-02    2.6685e+02    3.4922e-01    3.7029e-01    1.8912e-01    5.6177e+02    3.6277e-01    3.7733e-01    9.7219e-02    9.7219e-02    3.5190e-01    3.7279e-01    3.3127e-01    9.8900e+02    3.6710e-01    3.7614e-01    8.3590e-01    1.6410e-01    7.0646e-01    2.9354e-01    9.1506e-01    8.4945e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.1676e+01    1.9194e+00    7.2683e-02    3.0026e+02    3.3037e-01    3.0349e-01    6.2134e-02    2.5898e+02    3.3202e-01    3.0160e-01    1.5802e-01    6.3412e+02    3.1703e-01    3.0965e-01    5.9663e-02    2.4996e+02    3.3305e-01    3.0053e-01    1.2052e-01    4.8506e+02    3.2050e-01    3.0903e-01    6.4858e-02    6.4858e-02    3.3108e-01    3.0227e-01    2.1498e-01    8.5983e+02    3.1741e-01    3.1037e-01    8.8998e-01    1.1002e-01    7.8605e-01    2.1395e-01    9.4787e-01    5.2126e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.3504e+01    1.8164e+00    5.3237e-02    2.3276e+02    3.2926e-01    2.9163e-01    4.8061e-02    2.1253e+02    3.3023e-01    2.8930e-01    1.0082e-01    4.1880e+02    3.2032e-01    3.0232e-01    4.6120e-02    2.0690e+02    3.2950e-01    2.8635e-01    8.1485e-02    3.3542e+02    3.2829e-01    3.0424e-01    4.9724e-02    4.9724e-02    3.3025e-01    2.9051e-01    1.4314e-01    5.9566e+02    3.0373e-01    3.0194e-01    9.0190e-01    9.8104e-02    7.9875e-01    2.0125e-01    9.6239e-01    3.7611e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.5330e+01    1.7227e+00    6.1528e-02    2.3774e+02    3.5094e-01    3.1780e-01    5.7472e-02    2.1452e+02    3.5373e-01    3.2534e-01    9.5626e-02    4.3292e+02    3.2749e-01    2.8449e-01    5.5860e-02    2.0834e+02    3.5356e-01    3.2552e-01    8.4436e-02    3.5658e+02    3.4035e-01    2.9885e-01    5.8805e-02    5.8805e-02    3.5316e-01    3.2391e-01    1.1426e-01    5.6314e+02    3.0788e-01    2.6752e-01    8.9370e-01    1.0630e-01    8.0168e-01    1.9832e-01    9.5091e-01    4.9094e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.7460e+01    1.5792e+00    3.5966e-02    1.7689e+02    3.1200e-01    2.6792e-01    3.3600e-02    1.6800e+02    3.1256e-01    2.6471e-01    8.1315e-02    3.4749e+02    3.0125e-01    2.9638e-01    3.2743e-02    1.6452e+02    3.1266e-01    2.6375e-01    6.2709e-02    2.7958e+02    3.0655e-01    2.8761e-01    3.4215e-02    3.4215e-02    3.1218e-01    2.6521e-01    1.2191e-01    4.8446e+02    3.0325e-01    3.1175e-01    9.5043e-01    4.9575e-02    8.9245e-01    1.0755e-01    9.8003e-01    1.9967e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.9490e+01    1.6453e+00    5.0383e-02    2.0320e+02    3.4819e-01    3.0858e-01    4.6719e-02    1.8450e+02    3.5056e-01    3.1309e-01    8.5607e-02    3.8308e+02    3.2533e-01    2.8686e-01    4.5011e-02    1.7848e+02    3.5072e-01    3.1222e-01    7.5928e-02    3.2079e+02    3.3615e-01    2.9876e-01    4.8052e-02    4.8052e-02    3.4993e-01    3.1252e-01    1.0083e-01    4.8313e+02    3.1042e-01    2.7307e-01    9.0579e-01    9.4207e-02    8.2624e-01    1.7376e-01    9.5583e-01    4.4167e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.1581e+01    1.5665e+00    4.6842e-02    1.7970e+02    3.5134e-01    3.1936e-01    4.4555e-02    1.6996e+02    3.5176e-01    3.2059e-01    7.5068e-02    2.9996e+02    3.4610e-01    3.1057e-01    4.3298e-02    1.6708e+02    3.5073e-01    3.1809e-01    6.8088e-02    2.5537e+02    3.5495e-01    3.2429e-01    4.5531e-02    4.5531e-02    3.5195e-01    3.2131e-01    8.4065e-02    3.6669e+02    3.3384e-01    2.9211e-01    9.2505e-01    7.4947e-02    8.5701e-01    1.4299e-01    9.6596e-01    3.4043e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.3930e+01    1.5502e+00    3.8394e-02    1.5193e+02    3.3911e-01    3.1266e-01    3.6540e-02    1.4488e+02    3.3885e-01    3.1223e-01    6.4366e-02    2.5060e+02    3.4271e-01    3.1615e-01    3.5886e-02    1.4304e+02    3.3807e-01    3.1110e-01    5.4676e-02    2.0962e+02    3.4586e-01    3.1949e-01    3.7150e-02    3.7150e-02    3.3906e-01    3.1263e-01    8.1573e-02    3.2199e+02    3.4091e-01    3.1319e-01    9.3337e-01    6.6626e-02    8.6653e-01    1.3347e-01    9.7201e-01    2.7994e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.6285e+01    1.5838e+00    4.7797e-02    1.7349e+02    3.5687e-01    3.3151e-01    4.4362e-02    1.6187e+02    3.5663e-01    3.3035e-01    8.5906e-02    3.0238e+02    3.5950e-01    3.3835e-01    4.2725e-02    1.5803e+02    3.5590e-01    3.2735e-01    7.5825e-02    2.5891e+02    3.6223e-01    3.4519e-01    4.5688e-02    4.5688e-02    3.5718e-01    3.3202e-01    1.0033e-01    3.7354e+02    3.4913e-01    3.2591e-01    9.1732e-01    8.2683e-02    8.4677e-01    1.5323e-01    9.6141e-01    3.8588e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.8680e+01    1.5608e+00    3.4136e-02    1.5019e+02    3.3597e-01    2.9033e-01    3.2527e-02    1.4158e+02    3.3679e-01    2.9255e-01    5.5218e-02    2.6301e+02    3.2525e-01    2.7426e-01    3.1307e-02    1.3929e+02    3.3562e-01    2.8803e-01    5.1387e-02    2.1666e+02    3.3810e-01    2.9919e-01    3.3256e-02    3.3256e-02    3.3708e-01    2.9395e-01    6.1618e-02    3.5044e+02    3.0136e-01    2.4041e-01    9.2912e-01    7.0877e-02    8.5915e-01    1.4085e-01    9.6898e-01    3.1023e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    6.0969e+01    1.6260e+00    4.3672e-02    1.4982e+02    3.7420e-01    3.4412e-01    4.1450e-02    1.4377e+02    3.7312e-01    3.4166e-01    6.9289e-02    2.1966e+02    3.8660e-01    3.6215e-01    4.0594e-02    1.4189e+02    3.7228e-01    3.3992e-01    6.0274e-02    1.9260e+02    3.8454e-01    3.6033e-01    4.2362e-02    4.2362e-02    3.7355e-01    3.4333e-01    8.3131e-02    2.6984e+02    3.9369e-01    3.5672e-01    9.2019e-01    7.9811e-02    8.4360e-01    1.5640e-01    9.6787e-01    3.2134e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    6.3176e+01    1.7219e+00    6.7959e-02    1.8587e+02    3.9582e-01    3.9691e-01    6.0709e-02    1.6781e+02    3.9647e-01    3.9438e-01    1.3668e-01    3.5712e+02    3.8973e-01    4.0790e-01    5.8802e-02    1.6285e+02    3.9691e-01    3.9391e-01    1.0939e-01    2.9002e+02    3.9094e-01    4.0438e-01    6.2449e-02    6.2449e-02    3.9655e-01    3.9463e-01    1.8955e-01    4.8232e+02    3.7986e-01    4.1432e-01    9.0457e-01    9.5426e-02    8.1900e-01    1.8100e-01    9.5665e-01    4.3351e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    6.5146e+01    1.5830e+00    5.1333e-02    1.9408e+02    3.6188e-01    3.2254e-01    4.7487e-02    1.7884e+02    3.6256e-01    3.2339e-01    8.6423e-02    3.3314e+02    3.5563e-01    3.1831e-01    4.6328e-02    1.7512e+02    3.6246e-01    3.2258e-01    7.5341e-02    2.8502e+02    3.5906e-01    3.2240e-01    4.8397e-02    4.8397e-02    3.6236e-01    3.2334e-01    1.0527e-01    4.1034e+02    3.5294e-01    3.1589e-01    9.0124e-01    9.8763e-02    8.2751e-01    1.7249e-01    9.4838e-01    5.1622e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    6.7395e+01    1.4458e+00    3.1918e-02    1.4129e+02    3.3741e-01    2.8908e-01    3.0527e-02    1.3631e+02    3.3683e-01    2.8730e-01    5.8909e-02    2.3797e+02    3.4862e-01    3.0824e-01    2.9918e-02    1.3457e+02    3.3630e-01    2.8581e-01    5.3120e-02    2.1252e+02    3.4917e-01    3.1030e-01    3.1066e-02    3.1066e-02    3.3740e-01    2.8865e-01    6.3792e-02    2.7162e+02    3.3794e-01    2.9713e-01    9.5096e-01    4.9037e-02    9.1380e-01    8.6203e-02    9.7395e-01    2.6051e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    6.9764e+01    1.6443e+00    4.4891e-02    1.3348e+02    3.9326e-01    3.7708e-01    4.2754e-02    1.2854e+02    3.9338e-01    3.7450e-01    7.1594e-02    1.9530e+02    3.9178e-01    3.9754e-01    4.1678e-02    1.2741e+02    3.9308e-01    3.7060e-01    6.1781e-02    1.6543e+02    3.9424e-01    4.0199e-01    4.3583e-02    4.3583e-02    3.9356e-01    3.7664e-01    8.8933e-02    2.5631e+02    3.8338e-01    3.8444e-01    9.2589e-01    7.4105e-02    8.4017e-01    1.5983e-01    9.7116e-01    2.8841e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    7.1930e+01    1.6122e+00    5.2495e-02    1.7653e+02    3.6628e-01    3.4865e-01    5.0249e-02    1.6781e+02    3.6635e-01    3.5022e-01    8.4646e-02    3.0124e+02    3.6529e-01    3.3589e-01    4.9221e-02    1.6487e+02    3.6545e-01    3.4955e-01    7.4189e-02    2.5378e+02    3.7176e-01    3.4478e-01    5.1095e-02    5.1095e-02    3.6646e-01    3.5007e-01    9.8581e-02    3.6667e+02    3.6007e-01    3.2611e-01    9.3468e-01    6.5316e-02    8.6884e-01    1.3116e-01    9.7050e-01    2.9499e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    7.4173e+01    1.5140e+00    3.3306e-02    1.4971e+02    3.2504e-01    2.8594e-01    3.2128e-02    1.4584e+02    3.2457e-01    2.8394e-01    5.5877e-02    2.2389e+02    3.3407e-01    3.0998e-01    3.1370e-02    1.4398e+02    3.2412e-01    2.8171e-01    5.0421e-02    2.0039e+02    3.3317e-01    3.1172e-01    3.2652e-02    3.2652e-02    3.2463e-01    2.8492e-01    6.3752e-02    2.5226e+02    3.4432e-01    3.1267e-01    9.5039e-01    4.9607e-02    8.9839e-01    1.0161e-01    9.7898e-01    2.1018e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    7.6626e+01    1.4966e+00    4.1564e-02    1.5528e+02    3.5910e-01    3.2515e-01    3.9723e-02    1.4864e+02    3.5871e-01    3.2479e-01    7.0588e-02    2.5983e+02    3.6512e-01    3.2841e-01    3.8922e-02    1.4608e+02    3.5888e-01    3.2414e-01    6.2953e-02    2.2972e+02    3.6083e-01    3.3033e-01    4.0400e-02    4.0400e-02    3.5916e-01    3.2544e-01    8.0646e-02    3.0793e+02    3.5698e-01    3.2039e-01    9.4035e-01    5.9654e-02    8.9005e-01    1.0995e-01    9.7110e-01    2.8903e-02    
