#Re    B    Pr    Pe    BPe    t    avg tdisp    avg mdisp    avg eta (local)    avg eta (global)    avg lam eta (local)    avg lam eta (global)    avg lam tdisp    avg lam mdisp    avg turb eta (local)    avg turb eta (global)    avg turb tdisp    avg turb mdisp    vlam    vturb    avg_uh    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.7945e+02    6.6403e-01    2.6063e+02    4.5764e-01    4.3322e-01    5.2656e-01    5.5504e-01    5.4921e-01    1.3208e+02    4.0969e-01    3.8933e-01    7.4392e-01    3.5006e+02    4.1028e-01    5.8972e-01    2.1551e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.8274e+02    4.2096e-01    1.6131e+02    4.5294e-01    4.3912e-01    4.9829e-01    5.2402e-01    3.6256e-01    9.8797e+01    4.0277e-01    3.8728e-01    4.8557e-01    2.3047e+02    5.2526e-01    4.7474e-01    2.0143e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.8657e+02    5.1189e-01    1.9614e+02    4.5199e-01    4.3914e-01    5.0019e-01    5.2241e-01    4.1968e-01    1.1510e+02    4.0835e-01    3.9859e-01    5.9539e-01    2.6950e+02    4.7517e-01    5.2483e-01    2.0044e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.9046e+02    4.2347e-01    1.7118e+02    4.3588e-01    4.2600e-01    4.7995e-01    5.1172e-01    3.5930e-01    1.0285e+02    3.8863e-01    3.7662e-01    4.9229e-01    2.4445e+02    5.1748e-01    4.8252e-01    2.1067e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.9388e+02    6.8829e-01    2.7018e+02    4.5949e-01    4.3319e-01    5.2564e-01    5.6876e-01    5.9554e-01    1.3546e+02    4.1445e-01    3.8383e-01    7.5144e-01    3.6189e+02    4.0505e-01    5.9495e-01    2.2825e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.9672e+02    5.9329e-01    2.6435e+02    4.2611e-01    4.0237e-01    4.8445e-01    5.2361e-01    4.7804e-01    1.3048e+02    3.8642e-01    3.6181e-01    6.7171e-01    3.5545e+02    4.0493e-01    5.9507e-01    2.0801e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    3.9986e+02    5.6324e-01    2.1914e+02    4.5166e-01    4.3537e-01    5.0199e-01    5.4005e-01    4.6716e-01    1.1936e+02    4.1332e-01    3.9281e-01    6.3643e-01    2.9513e+02    4.3236e-01    5.6764e-01    2.3410e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.0292e+02    6.1158e-01    2.6206e+02    4.3073e-01    4.1181e-01    4.8866e-01    5.2024e-01    4.8813e-01    1.3504e+02    3.9127e-01    3.7450e-01    6.9568e-01    3.4859e+02    4.0518e-01    5.9482e-01    2.1167e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.0647e+02    5.7448e-01    2.5073e+02    4.2631e-01    4.0737e-01    4.7859e-01    5.1460e-01    4.5606e-01    1.2906e+02    3.8643e-01    3.6731e-01    6.6482e-01    3.4354e+02    4.3275e-01    5.6725e-01    2.2109e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.0982e+02    5.9956e-01    2.6967e+02    4.4035e-01    4.0012e-01    5.0259e-01    5.3032e-01    4.7723e-01    1.2680e+02    3.9628e-01    3.5695e-01    6.8620e-01    3.7086e+02    4.1459e-01    5.8541e-01    2.5481e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.1249e+02    8.4865e-01    3.6277e+02    4.3938e-01    4.1239e-01    5.1314e-01    5.4175e-01    6.9548e-01    1.7649e+02    4.0085e-01    3.7716e-01    9.2867e-01    4.6008e+02    3.4312e-01    6.5688e-01    2.3362e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.1558e+02    4.2389e-01    1.9370e+02    4.1943e-01    3.9632e-01    4.6495e-01    4.9000e-01    3.5365e-01    1.1043e+02    3.7747e-01    3.5149e-01    4.8866e-01    2.7048e+02    4.7968e-01    5.2032e-01    2.1184e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.1892e+02    6.7772e-01    2.9203e+02    4.4331e-01    4.1045e-01    5.0510e-01    5.3839e-01    5.5392e-01    1.4248e+02    4.0332e-01    3.6897e-01    7.5787e-01    3.8884e+02    3.9296e-01    6.0704e-01    2.4543e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.2186e+02    5.9591e-01    2.4799e+02    4.3459e-01    4.1891e-01    5.0038e-01    5.2943e-01    4.9374e-01    1.3165e+02    3.9313e-01    3.8139e-01    6.6030e-01    3.2130e+02    3.8660e-01    6.1340e-01    2.5062e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.2473e+02    8.2601e-01    3.2288e+02    4.5612e-01    4.3422e-01    5.2759e-01    5.6024e-01    6.5351e-01    1.5389e+02    4.1392e-01    3.9707e-01    9.2788e-01    4.2268e+02    3.7129e-01    6.2871e-01    2.3390e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.2819e+02    4.2675e-01    1.6373e+02    4.4302e-01    4.3881e-01    4.8746e-01    5.1758e-01    3.7286e-01    1.0426e+02    3.9564e-01    3.9008e-01    4.8419e-01    2.2713e+02    5.1596e-01    4.8404e-01    2.2743e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.3178e+02    3.7999e-01    1.8833e+02    3.9721e-01    3.7706e-01    4.4406e-01    4.6587e-01    3.1672e-01    1.0894e+02    3.5587e-01    3.3599e-01    4.3582e-01    2.5839e+02    4.6880e-01    5.3120e-01    2.2412e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.3514e+02    7.2397e-01    3.5726e+02    4.2962e-01    3.7808e-01    4.9317e-01    5.3011e-01    5.6384e-01    1.4994e+02    3.9105e-01    3.3772e-01    8.2114e-01    4.8308e+02    3.7767e-01    6.2233e-01    2.7595e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.3756e+02    9.3946e-01    3.9627e+02    4.4440e-01    4.1563e-01    5.2275e-01    5.7179e-01    7.8469e-01    1.7629e+02    4.0685e-01    3.7739e-01    1.0136e+00    5.0169e+02    3.2398e-01    6.7602e-01    2.7745e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.4011e+02    1.0400e+00    4.5520e+02    4.3094e-01    4.0667e-01    5.1592e-01    5.5597e-01    8.8201e-01    2.1133e+02    3.9371e-01    3.7187e-01    1.1092e+00    5.6205e+02    3.0466e-01    6.9534e-01    2.6698e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.4273e+02    7.6325e-01    3.4619e+02    4.4091e-01    3.9810e-01    5.0043e-01    5.5133e-01    5.7285e-01    1.3985e+02    4.0073e-01    3.5528e-01    8.9180e-01    4.8550e+02    4.0303e-01    5.9697e-01    2.6372e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.4510e+02    7.4939e-01    3.2393e+02    4.2771e-01    4.0969e-01    4.9158e-01    5.3252e-01    5.8367e-01    1.5371e+02    3.8980e-01    3.7439e-01    8.4777e-01    4.2498e+02    3.7250e-01    6.2750e-01    2.4458e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.4806e+02    7.2047e-01    3.1597e+02    4.4113e-01    4.0619e-01    5.0309e-01    5.4273e-01    5.7849e-01    1.4622e+02    4.0006e-01    3.6319e-01    8.1458e-01    4.2848e+02    3.9860e-01    6.0140e-01    2.5755e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.5082e+02    5.5994e-01    2.5354e+02    4.3554e-01    3.9852e-01    4.9989e-01    5.2789e-01    4.6804e-01    1.2558e+02    3.9226e-01    3.5453e-01    6.2176e-01    3.3960e+02    4.0211e-01    5.9789e-01    2.5517e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.5341e+02    8.0856e-01    3.4080e+02    4.3749e-01    4.1581e-01    4.9713e-01    5.4482e-01    6.3052e-01    1.5804e+02    4.0069e-01    3.7790e-01    9.1841e-01    4.5357e+02    3.8160e-01    6.1840e-01    2.4875e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.5639e+02    4.3286e-01    1.9166e+02    4.2599e-01    4.0390e-01    4.7645e-01    4.9623e-01    3.6754e-01    1.1194e+02    3.8448e-01    3.6204e-01    4.8660e-01    2.5724e+02    4.5135e-01    5.4865e-01    2.3862e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.5905e+02    6.5806e-01    2.9503e+02    4.2652e-01    4.0089e-01    4.8011e-01    5.2357e-01    5.1135e-01    1.3960e+02    3.8861e-01    3.6075e-01    7.6184e-01    4.0499e+02    4.1433e-01    5.8567e-01    2.4674e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.6213e+02    7.2560e-01    3.1737e+02    4.3726e-01    4.0684e-01    5.0609e-01    5.3815e-01    5.8049e-01    1.4946e+02    3.9560e-01    3.6805e-01    8.1343e-01    4.1901e+02    3.7707e-01    6.2293e-01    2.6299e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.6467e+02    7.1840e-01    3.3038e+02    4.1912e-01    3.9480e-01    4.8081e-01    5.1313e-01    5.5014e-01    1.5660e+02    3.8143e-01    3.6076e-01    8.2118e-01    4.3653e+02    3.7920e-01    6.2080e-01    2.5169e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.6743e+02    6.8696e-01    3.0716e+02    4.3364e-01    4.0154e-01    4.8837e-01    5.3452e-01    4.9445e-01    1.2917e+02    3.9355e-01    3.6213e-01    8.2797e-01    4.3752e+02    4.2278e-01    5.7722e-01    2.5057e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.7012e+02    8.0490e-01    3.4741e+02    4.2431e-01    4.1005e-01    4.9299e-01    5.3389e-01    6.5691e-01    1.7205e+02    3.8866e-01    3.7629e-01    8.8173e-01    4.3844e+02    3.4174e-01    6.5826e-01    2.4250e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.7329e+02    5.1033e-01    2.3974e+02    4.3039e-01    3.8973e-01    4.9019e-01    5.1602e-01    4.1974e-01    1.1810e+02    3.8590e-01    3.4419e-01    5.7772e-01    3.3022e+02    4.2658e-01    5.7342e-01    2.7882e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.7576e+02    1.0204e+00    5.0226e+02    4.2192e-01    3.7869e-01    5.0796e-01    5.3261e-01    7.8782e-01    2.0740e+02    3.8302e-01    3.4696e-01    1.1256e+00    6.3559e+02    3.1138e-01    6.8862e-01    2.6011e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.7844e+02    7.7845e-01    3.3686e+02    4.3947e-01    4.0943e-01    5.1071e-01    5.5261e-01    6.4394e-01    1.5640e+02    3.9963e-01    3.6909e-01    8.5366e-01    4.3778e+02    3.5866e-01    6.4134e-01    2.6250e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.8096e+02    1.0054e+00    4.3697e+02    4.4377e-01    4.0837e-01    5.1498e-01    5.6095e-01    7.3075e-01    1.7159e+02    4.0477e-01    3.7321e-01    1.1558e+00    5.8233e+02    3.5389e-01    6.4611e-01    2.7315e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.8355e+02    6.7253e-01    3.1231e+02    4.3362e-01    3.9248e-01    4.9756e-01    5.2781e-01    5.3552e-01    1.4373e+02    3.9227e-01    3.5147e-01    7.6112e-01    4.2132e+02    3.9270e-01    6.0730e-01    2.5466e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.8617e+02    5.5118e-01    2.3283e+02    4.3706e-01    4.1527e-01    4.9792e-01    5.2802e-01    4.7300e-01    1.2684e+02    3.9404e-01    3.7153e-01    6.0645e-01    3.0775e+02    4.1416e-01    5.8584e-01    2.4130e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.8922e+02    6.9453e-01    3.1841e+02    4.2308e-01    3.9554e-01    4.9376e-01    5.2251e-01    5.8051e-01    1.5915e+02    3.8410e-01    3.5869e-01    7.5741e-01    4.0625e+02    3.5547e-01    6.4453e-01    2.5685e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.9189e+02    7.4273e-01    3.4976e+02    4.2243e-01    3.8915e-01    4.8593e-01    5.2014e-01    5.5292e-01    1.5303e+02    3.8328e-01    3.5382e-01    8.5976e-01    4.7106e+02    3.8140e-01    6.1860e-01    2.5300e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.9479e+02    5.5914e-01    2.6939e+02    4.2297e-01    3.8373e-01    4.8323e-01    5.0090e-01    4.5367e-01    1.3561e+02    3.8259e-01    3.4479e-01    6.2982e-01    3.5905e+02    4.0125e-01    5.9875e-01    2.5969e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    4.9742e+02    7.3088e-01    3.4774e+02    4.2474e-01    3.8670e-01    4.9037e-01    5.1733e-01    5.6902e-01    1.5927e+02    3.8740e-01    3.5176e-01    8.2298e-01    4.5499e+02    3.6267e-01    6.3733e-01    2.4594e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.0033e+02    5.4140e-01    2.2323e+02    4.3899e-01    4.2116e-01    4.9714e-01    5.3164e-01    4.8284e-01    1.2761e+02    3.9641e-01    3.7411e-01    5.8426e-01    2.9324e+02    4.2268e-01    5.7732e-01    2.4235e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.0340e+02    5.4065e-01    2.3363e+02    4.2318e-01    4.0977e-01    4.7527e-01    5.1380e-01    4.5960e-01    1.3047e+02    3.8571e-01    3.6857e-01    5.9895e-01    3.0783e+02    4.1838e-01    5.8162e-01    2.4134e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.0644e+02    5.8690e-01    2.7046e+02    4.2698e-01    3.9430e-01    4.9107e-01    5.1154e-01    4.7601e-01    1.3636e+02    3.8605e-01    3.5654e-01    6.5770e-01    3.5609e+02    3.8970e-01    6.1030e-01    2.4777e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.0954e+02    5.7014e-01    2.5469e+02    4.2786e-01    4.0176e-01    4.8791e-01    5.1614e-01    4.7198e-01    1.3274e+02    3.8751e-01    3.6178e-01    6.3611e-01    3.3665e+02    4.0194e-01    5.9806e-01    2.6745e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.1244e+02    7.1073e-01    3.2159e+02    4.3211e-01    3.9869e-01    5.0634e-01    5.3408e-01    5.9716e-01    1.5628e+02    3.8953e-01    3.5856e-01    7.7587e-01    4.1639e+02    3.6449e-01    6.3551e-01    2.5746e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.1529e+02    6.5713e-01    3.2251e+02    4.3552e-01    3.7937e-01    5.0291e-01    5.2826e-01    5.4227e-01    1.4528e+02    3.9511e-01    3.3684e-01    7.2600e-01    4.2879e+02    3.7485e-01    6.2515e-01    2.7764e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.1750e+02    1.0636e+00    4.6860e+02    4.3241e-01    4.0509e-01    5.1031e-01    5.4789e-01    7.9465e-01    1.9672e+02    3.9493e-01    3.7386e-01    1.1930e+00    5.9944e+02    3.2488e-01    6.7512e-01    2.5611e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.2040e+02    6.7371e-01    2.8902e+02    4.3942e-01    4.1152e-01    5.0419e-01    5.3664e-01    5.6585e-01    1.4657e+02    3.9810e-01    3.6963e-01    7.4251e-01    3.7988e+02    3.8946e-01    6.1054e-01    2.5071e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.2350e+02    5.0229e-01    2.1802e+02    4.3148e-01    4.0869e-01    4.8693e-01    5.1776e-01    4.1836e-01    1.1689e+02    3.8638e-01    3.6308e-01    5.7054e-01    3.0026e+02    4.4849e-01    5.5151e-01    2.4457e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.2651e+02    7.0561e-01    3.5130e+02    4.2432e-01    3.7600e-01    4.9623e-01    5.1771e-01    5.7983e-01    1.6204e+02    3.8325e-01    3.3674e-01    7.7744e-01    4.5938e+02    3.6350e-01    6.3650e-01    2.5079e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.2945e+02    5.7310e-01    2.5872e+02    4.2342e-01    3.9923e-01    4.8341e-01    5.1034e-01    4.7272e-01    1.3607e+02    3.8450e-01    3.6142e-01    6.3823e-01    3.3829e+02    3.9349e-01    6.0651e-01    2.4918e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.3262e+02    7.1620e-01    3.1500e+02    4.3098e-01    4.0550e-01    4.9925e-01    5.3641e-01    6.0705e-01    1.5739e+02    3.9069e-01    3.6467e-01    7.8061e-01    4.0800e+02    3.7111e-01    6.2889e-01    2.6440e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.3545e+02    6.1751e-01    2.8180e+02    4.3261e-01    3.9664e-01    4.9459e-01    5.2016e-01    4.8893e-01    1.3531e+02    3.8992e-01    3.5628e-01    7.0608e-01    3.8271e+02    4.0787e-01    5.9213e-01    2.5396e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.3861e+02    4.3157e-01    2.0279e+02    4.0846e-01    3.8966e-01    4.5904e-01    4.7857e-01    3.5486e-01    1.1599e+02    3.6762e-01    3.5172e-01    4.9352e-01    2.7289e+02    4.4680e-01    5.5320e-01    2.2808e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.4180e+02    5.2283e-01    2.3260e+02    4.2640e-01    4.0275e-01    4.7640e-01    5.1492e-01    4.1569e-01    1.1748e+02    3.8736e-01    3.6069e-01    6.0649e-01    3.2250e+02    4.3850e-01    5.6150e-01    2.7178e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.4446e+02    1.0526e+00    4.5431e+02    4.5299e-01    4.1005e-01    5.3812e-01    5.7542e-01    8.8467e-01    1.9583e+02    4.1351e-01    3.7131e-01    1.1304e+00    5.7420e+02    3.1686e-01    6.8314e-01    2.9101e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.4690e+02    9.6015e-01    4.0987e+02    4.3196e-01    4.1272e-01    5.1206e-01    5.4533e-01    7.5965e-01    1.9001e+02    3.9548e-01    3.8215e-01    1.0515e+00    5.0999e+02    3.1290e-01    6.8710e-01    2.5597e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.4975e+02    5.6827e-01    2.5959e+02    4.2000e-01    3.9640e-01    4.7842e-01    5.1062e-01    4.7870e-01    1.3764e+02    3.8066e-01    3.5561e-01    6.2856e-01    3.4170e+02    4.0234e-01    5.9766e-01    2.4457e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.5247e+02    6.1937e-01    2.8683e+02    4.3214e-01    3.9313e-01    4.8800e-01    5.2450e-01    4.7573e-01    1.2939e+02    3.9213e-01    3.5159e-01    7.2225e-01    3.9960e+02    4.1735e-01    5.8265e-01    2.6524e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.5526e+02    9.5732e-01    4.1231e+02    4.3978e-01    4.1057e-01    5.1338e-01    5.5246e-01    7.6159e-01    1.8509e+02    4.0132e-01    3.7444e-01    1.0596e+00    5.3105e+02    3.4321e-01    6.5679e-01    2.6366e+00    
6.0002e+02    3.0000e+01    1.0000e-01    6.0002e+01    1.8001e+03    5.5836e+02    4.5596e-01    1.9070e+02    4.4213e-01    4.1769e-01    4.8778e-01    5.2277e-01    3.8374e-01    1.0509e+02    3.9794e-01    3.6575e-01    5.2588e-01    2.7358e+02    4.9190e-01    5.0810e-01    2.5372e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.7088e+02    2.7015e-03    5.2699e+02    1.8416e-01    1.3329e-01    1.8443e-01    1.3383e-01    2.6732e-03    5.1904e+02    7.5856e-02    1.0199e-01    1.3974e-02    3.6913e+03    9.9749e-01    2.5072e-03    3.1504e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.7522e+02    1.1406e-03    4.3060e+02    1.3058e-01    7.3616e-02    1.3058e-01    7.3616e-02    1.1406e-03    4.3060e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.7140e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.7968e+02    2.2806e-03    4.7786e+02    1.8273e-01    1.2524e-01    1.8273e-01    1.2524e-01    2.2806e-03    4.7786e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    3.0410e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.8405e+02    1.6673e-03    4.4760e+02    1.5963e-01    1.0052e-01    1.5963e-01    1.0052e-01    1.6673e-03    4.4760e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.7933e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.8862e+02    1.5228e-03    3.9456e+02    1.6206e-01    1.0377e-01    1.6206e-01    1.0377e-01    1.5228e-03    3.9456e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.8006e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.9299e+02    1.6763e-03    4.7544e+02    1.5445e-01    9.5653e-02    1.5445e-01    9.5653e-02    1.6763e-03    4.7544e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.7456e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    6.9762e+02    1.9625e-03    3.9205e+02    1.8156e-01    1.3057e-01    1.8156e-01    1.3057e-01    1.9625e-03    3.9205e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.8199e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.0199e+02    1.8724e-03    4.9223e+02    1.6728e-01    1.0243e-01    1.6773e-01    1.0286e-01    1.8411e-03    4.8173e+02    7.5552e-02    8.6091e-02    8.2309e-03    2.6213e+03    9.9509e-01    4.9078e-03    2.8022e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.0656e+02    1.2419e-03    3.3507e+02    1.6412e-01    1.0007e-01    1.6412e-01    1.0007e-01    1.2419e-03    3.3507e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.6737e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.1089e+02    2.6283e-03    4.9194e+02    1.9689e-01    1.3814e-01    1.9727e-01    1.3879e-01    2.6186e-03    4.8743e+02    5.2989e-02    7.9350e-02    6.2924e-03    2.1902e+03    9.9736e-01    2.6434e-03    2.8599e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.1540e+02    1.2811e-03    2.8746e+02    1.6838e-01    1.1793e-01    1.6838e-01    1.1793e-01    1.2811e-03    2.8746e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.5493e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.1994e+02    2.1765e-03    4.9432e+02    1.8313e-01    1.1668e-01    1.8313e-01    1.1668e-01    2.1765e-03    4.9432e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.7474e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.2452e+02    1.2136e-03    2.8897e+02    1.6343e-01    1.1189e-01    1.6341e-01    1.1177e-01    1.2117e-03    2.8888e+02    3.4059e-01    3.1860e-01    1.3887e-02    8.9105e+02    9.9986e-01    1.4249e-04    2.5348e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.2898e+02    2.4276e-03    4.6319e+02    1.9926e-01    1.3587e-01    1.9988e-01    1.3709e-01    2.4104e-03    4.5515e+02    7.3053e-02    7.7879e-02    5.9484e-03    2.1129e+03    9.9515e-01    4.8486e-03    2.7970e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.3326e+02    1.5728e-03    3.3537e+02    1.7761e-01    1.2334e-01    1.7761e-01    1.2334e-01    1.5728e-03    3.3537e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.5099e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.3785e+02    2.2847e-03    4.9415e+02    1.7459e-01    1.2181e-01    1.7469e-01    1.2272e-01    2.2671e-03    4.8620e+02    6.1932e-02    6.5820e-02    2.1197e-02    9.0254e+03    9.9907e-01    9.3035e-04    2.7507e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.4240e+02    1.5453e-03    3.0768e+02    1.8126e-01    1.3094e-01    1.8118e-01    1.3057e-01    1.5389e-03    3.0742e+02    3.8912e-01    3.5815e-01    1.8990e-02    1.0210e+03    9.9963e-01    3.6588e-04    2.5259e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.4684e+02    1.6131e-03    3.4562e+02    1.8213e-01    1.2282e-01    1.8222e-01    1.2307e-01    1.6127e-03    3.4476e+02    4.3958e-02    3.6877e-02    2.1637e-03    1.6953e+03    9.9936e-01    6.4036e-04    2.6628e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.5152e+02    1.4772e-03    3.8762e+02    1.5665e-01    1.0260e-01    1.5665e-01    1.0260e-01    1.4772e-03    3.8762e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.4542e+00    
6.0002e+02    3.0000e+03    1.0000e-01    6.0002e+01    1.8001e+05    7.5626e+02    1.9904e-03    3.6430e+02    1.8390e-01    1.4083e-01    1.8402e-01    1.4098e-01    1.9700e-03    3.6011e+02    1.2578e-01    1.2925e-01    1.2322e-02    2.4904e+03    9.9803e-01    1.9674e-03    2.6827e+00    
