#Re    B    Pr    Pe    BPe    t    avg tdisp    avg mdisp    avg eta (local)    avg eta (global)    avg lam eta (local)    avg lam eta (global)    avg lam tdisp    avg lam mdisp    avg turb eta (local)    avg turb eta (global)    avg turb tdisp    avg turb mdisp    vlam    vturb    avg_uh    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    2.3688e+01    3.6647e-04    3.4856e+02    1.6207e-01    5.9340e-02    1.6207e-01    5.9340e-02    3.6647e-04    3.4856e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.5303e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    2.8626e+01    4.4887e-04    2.2729e+02    2.0047e-01    1.0594e-01    2.0046e-01    1.0593e-01    4.4884e-04    2.2729e+02    6.5046e-01    6.5544e-01    2.6977e-03    8.5088e+01    9.9999e-01    1.4499e-05    2.4452e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    3.3754e+01    6.0328e-04    2.6065e+02    2.0991e-01    1.2194e-01    2.0916e-01    1.1998e-01    5.9244e-04    2.6073e+02    6.3844e-01    6.5400e-01    6.7534e-03    2.1437e+02    9.9824e-01    1.7608e-03    2.3601e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    3.8505e+01    6.7620e-04    2.6472e+02    1.9958e-01    1.3289e-01    1.9958e-01    1.3289e-01    6.7620e-04    2.6472e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.2731e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    4.4232e+01    4.9810e-04    2.3206e+02    1.8462e-01    1.1409e-01    1.8462e-01    1.1409e-01    4.9810e-04    2.3206e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.2619e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    4.9694e+01    4.5652e-04    2.1597e+02    1.9400e-01    1.1255e-01    1.9400e-01    1.1255e-01    4.5652e-04    2.1597e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.3051e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    5.4615e+01    6.3227e-04    2.4679e+02    1.8621e-01    1.3324e-01    1.8534e-01    1.2868e-01    6.0216e-04    2.4463e+02    3.8891e-01    3.8001e-01    7.6518e-03    7.4903e+02    9.9573e-01    4.2712e-03    2.2528e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    5.9213e+01    6.6706e-04    2.9304e+02    1.8351e-01    1.2017e-01    1.8351e-01    1.2017e-01    6.6706e-04    2.9304e+02    2.0573e-01    2.3118e-01    7.8059e-04    1.5576e+02    9.9999e-01    5.5719e-06    2.1966e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    6.5039e+01    4.4350e-04    2.0799e+02    1.8596e-01    1.1343e-01    1.8596e-01    1.1343e-01    4.4350e-04    2.0799e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1728e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    7.0645e+01    5.1000e-04    2.2832e+02    1.8540e-01    1.1818e-01    1.8540e-01    1.1818e-01    5.1000e-04    2.2832e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.2156e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    7.6288e+01    4.6232e-04    2.4417e+02    1.6445e-01    1.0202e-01    1.6445e-01    1.0202e-01    4.6232e-04    2.4417e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0396e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    8.1999e+01    4.6057e-04    2.2655e+02    1.7214e-01    1.0872e-01    1.7214e-01    1.0872e-01    4.6057e-04    2.2655e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0150e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    8.7400e+01    5.5157e-04    2.4781e+02    1.7190e-01    1.1781e-01    1.7190e-01    1.1781e-01    5.5157e-04    2.4781e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1119e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    9.3114e+01    5.2566e-04    2.3617e+02    1.7658e-01    1.1781e-01    1.7658e-01    1.1781e-01    5.2566e-04    2.3617e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1332e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    9.8963e+01    5.8467e-04    2.4005e+02    1.9280e-01    1.2750e-01    1.9280e-01    1.2750e-01    5.8467e-04    2.4005e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1527e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.0464e+02    5.2457e-04    2.3010e+02    1.8803e-01    1.2032e-01    1.8800e-01    1.2020e-01    5.2386e-04    2.3006e+02    3.9741e-01    3.9522e-01    5.9746e-03    5.4855e+02    9.9987e-01    1.2901e-04    2.1623e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.1000e+02    5.5565e-04    2.4310e+02    1.8144e-01    1.2060e-01    1.8144e-01    1.2060e-01    5.5565e-04    2.4310e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1512e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.1537e+02    5.1474e-04    2.3476e+02    1.7845e-01    1.1626e-01    1.7841e-01    1.1616e-01    5.1422e-04    2.3476e+02    6.7459e-01    6.7598e-01    8.0932e-03    2.3276e+02    9.9993e-01    6.8470e-05    2.1029e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.2041e+02    5.4751e-04    2.3858e+02    1.7860e-01    1.2103e-01    1.7860e-01    1.2103e-01    5.4751e-04    2.3858e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0784e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.2569e+02    5.9729e-04    2.7853e+02    1.6429e-01    1.1400e-01    1.6429e-01    1.1400e-01    5.9729e-04    2.7853e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    1.9988e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.3152e+02    4.9718e-04    2.4467e+02    1.7460e-01    1.0867e-01    1.7460e-01    1.0867e-01    4.9718e-04    2.4467e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0365e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.3706e+02    5.3990e-04    2.1534e+02    1.9682e-01    1.3076e-01    1.9682e-01    1.3076e-01    5.3990e-04    2.1534e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1157e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.4261e+02    5.7298e-04    2.4001e+02    1.8028e-01    1.2529e-01    1.8028e-01    1.2528e-01    5.7289e-04    2.4000e+02    3.6470e-01    3.6353e-01    5.6722e-03    5.9587e+02    9.9998e-01    1.9303e-05    2.2350e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.4801e+02    4.3100e-04    2.6163e+02    1.5331e-01    8.9950e-02    1.5331e-01    8.9950e-02    4.3100e-04    2.6163e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0164e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.5392e+02    4.4185e-04    2.5334e+02    1.4234e-01    9.4733e-02    1.4234e-01    9.4733e-02    4.4185e-04    2.5334e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    1.8707e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.5993e+02    4.3467e-04    2.3632e+02    1.6236e-01    9.9392e-02    1.6236e-01    9.9392e-02    4.3467e-04    2.3632e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    1.9759e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.6580e+02    5.6464e-04    2.2693e+02    1.9466e-01    1.2990e-01    1.9466e-01    1.2990e-01    5.6464e-04    2.2693e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.1454e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.7068e+02    5.8470e-04    2.1674e+02    2.0632e-01    1.3931e-01    2.0586e-01    1.3792e-01    5.7797e-04    2.1675e+02    5.0810e-01    5.8579e-01    4.9620e-03    2.1052e+02    9.9846e-01    1.5354e-03    2.2828e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.7532e+02    7.8906e-04    2.4503e+02    2.0881e-01    1.6193e-01    2.0833e-01    1.6018e-01    7.7804e-04    2.4475e+02    6.0017e-01    5.5037e-01    9.7360e-03    4.7723e+02    9.9877e-01    1.2301e-03    2.3786e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.8012e+02    6.5933e-04    2.8981e+02    1.8052e-01    1.2011e-01    1.8052e-01    1.2011e-01    6.5933e-04    2.8981e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.2086e+00    
6.0002e+02    6.0000e+03    1.0000e-01    6.0002e+01    3.6001e+05    1.8523e+02    5.1725e-04    2.6592e+02    1.6078e-01    1.0451e-01    1.6078e-01    1.0451e-01    5.1725e-04    2.6592e+02    0.0000e+00    nan    nan    nan    1.0000e+00    0.0000e+00    2.0597e+00    



6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.6417e+02    7.5088e-01    1.5744e+02    5.0936e-01    4.8818e-01    6.0110e-01    6.3964e-01    7.2063e-01    8.1192e+01    4.6404e-01    4.3978e-01    7.6582e-01    1.9510e+02    3.3061e-01    6.6939e-01    1.7409e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.6761e+02    8.8937e-01    1.9749e+02    4.9007e-01    4.7385e-01    5.7909e-01    6.1898e-01    8.2604e-01    1.0169e+02    4.5309e-01    4.3558e-01    9.1567e-01    2.3729e+02    2.9347e-01    7.0653e-01    1.8057e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.7106e+02    1.1799e+00    2.9627e+02    4.7542e-01    4.4334e-01    5.7964e-01    6.1441e-01    1.1156e+00    1.4001e+02    4.4081e-01    4.0828e-01    1.2012e+00    3.4817e+02    2.4932e-01    7.5068e-01    2.0704e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.7406e+02    1.0410e+00    2.4644e+02    4.8287e-01    4.5793e-01    5.7659e-01    6.1199e-01    9.1511e-01    1.1603e+02    4.4777e-01    4.2429e-01    1.0881e+00    2.9528e+02    2.7247e-01    7.2753e-01    2.0297e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.7708e+02    9.6156e-01    2.0902e+02    4.9912e-01    4.7917e-01    5.9312e-01    6.3493e-01    8.8646e-01    1.0193e+02    4.5988e-01    4.3903e-01    9.9290e-01    2.5372e+02    2.9449e-01    7.0551e-01    1.7867e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.8071e+02    8.2129e-01    1.7325e+02    5.0477e-01    4.8667e-01    5.9225e-01    6.3553e-01    7.5764e-01    8.6894e+01    4.6105e-01    4.4084e-01    8.5309e-01    2.1640e+02    3.3323e-01    6.6677e-01    1.7958e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.8434e+02    8.1141e-01    1.7075e+02    5.0136e-01    4.8728e-01    5.8945e-01    6.3210e-01    7.7593e-01    9.0317e+01    4.6277e-01    4.4533e-01    8.2695e-01    2.0598e+02    3.0464e-01    6.9536e-01    1.8439e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.8786e+02    7.8522e-01    1.9672e+02    4.6357e-01    4.4390e-01    5.5314e-01    5.8570e-01    7.1932e-01    1.0176e+02    4.2767e-01    4.0876e-01    8.1163e-01    2.3478e+02    2.8608e-01    7.1392e-01    1.8698e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.9110e+02    9.7867e-01    2.0272e+02    5.0391e-01    4.9122e-01    5.9459e-01    6.3620e-01    9.1620e-01    1.0478e+02    4.6643e-01    4.5236e-01    1.0045e+00    2.4320e+02    2.9243e-01    7.0757e-01    1.9950e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.9444e+02    6.6723e-01    1.4701e+02    4.8451e-01    4.7580e-01    5.6992e-01    6.1212e-01    6.3014e-01    7.9855e+01    4.4311e-01    4.3284e-01    6.8521e-01    1.7956e+02    3.2644e-01    6.7356e-01    1.7391e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    2.9809e+02    8.0171e-01    1.7385e+02    5.0418e-01    4.7978e-01    5.9588e-01    6.3405e-01    7.2450e-01    8.3627e+01    4.5927e-01    4.3504e-01    8.3953e-01    2.1804e+02    3.2878e-01    6.7122e-01    1.8873e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.0144e+02    9.2804e-01    2.0034e+02    5.2424e-01    4.8090e-01    6.1784e-01    6.5733e-01    7.8836e-01    8.2191e+01    4.7150e-01    4.2999e-01    1.0067e+00    2.6690e+02    3.6036e-01    6.3964e-01    1.9569e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.0444e+02    9.9868e-01    1.9094e+02    5.1906e-01    5.1124e-01    6.0986e-01    6.6159e-01    9.2525e-01    9.4650e+01    4.7802e-01    4.6813e-01    1.0319e+00    2.3447e+02    3.1133e-01    6.8867e-01    1.8589e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.0788e+02    8.1134e-01    2.0755e+02    4.6947e-01    4.3876e-01    5.6170e-01    5.8691e-01    7.2953e-01    1.0269e+02    4.3070e-01    4.0197e-01    8.4574e-01    2.5164e+02    2.9596e-01    7.0404e-01    1.7531e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.1124e+02    8.5970e-01    2.1669e+02    4.8145e-01    4.4241e-01    5.7907e-01    6.0522e-01    7.9560e-01    1.0379e+02    4.4167e-01    4.0276e-01    8.8582e-01    2.6270e+02    2.8952e-01    7.1048e-01    1.9992e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.1422e+02    1.2192e+00    3.0851e+02    4.6991e-01    4.4145e-01    5.7340e-01    6.0558e-01    1.1061e+00    1.4408e+02    4.3572e-01    4.0919e-01    1.2566e+00    3.6284e+02    2.4836e-01    7.5164e-01    2.0140e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.1764e+02    7.7854e-01    1.7198e+02    5.0555e-01    4.7516e-01    5.9643e-01    6.2261e-01    7.1573e-01    8.6764e+01    4.6378e-01    4.3335e-01    8.0740e-01    2.1114e+02    3.1486e-01    6.8514e-01    1.9484e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.2101e+02    7.1598e-01    1.5580e+02    5.0447e-01    4.7891e-01    5.9878e-01    6.2866e-01    6.5476e-01    7.7347e+01    4.5642e-01    4.3288e-01    7.4718e-01    1.9577e+02    3.3753e-01    6.6247e-01    1.7473e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.2461e+02    8.6361e-01    1.8654e+02    5.0710e-01    4.8075e-01    6.0005e-01    6.3077e-01    7.7758e-01    9.1027e+01    4.6285e-01    4.3812e-01    9.0455e-01    2.3200e+02    3.2248e-01    6.7752e-01    1.9070e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.2786e+02    7.5383e-01    1.5203e+02    5.1323e-01    4.9789e-01    6.0094e-01    6.4015e-01    6.8834e-01    7.7384e+01    4.6902e-01    4.5347e-01    7.8684e-01    1.8965e+02    3.3507e-01    6.6493e-01    1.8844e+00    
6.0002e+02    1.0000e+01    5.0003e-02    3.0003e+01    3.0003e+02    3.3118e+02    9.3128e-01    1.7652e+02    5.2438e-01    5.1340e-01    6.2124e-01    6.7271e-01    8.5362e-01    8.3058e+01    4.7348e-01    4.6282e-01    9.7209e-01    2.2564e+02    3.4449e-01    6.5551e-01    1.9896e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    2.9811e+02    1.2705e-01    1.3537e+02    6.2591e-01    6.5241e-01    6.5224e-01    6.9664e-01    1.1633e-01    1.0131e+02    5.5110e-01    5.7570e-01    1.5749e-01    2.3214e+02    7.3966e-01    2.6034e-01    2.1524e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.0202e+02    6.6551e-02    2.1176e+02    4.1531e-01    3.8595e-01    4.2911e-01    4.0985e-01    5.8314e-02    1.6792e+02    3.4435e-01    3.3253e-01    1.0892e-01    4.3722e+02    8.3723e-01    1.6277e-01    1.9580e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.0619e+02    5.3660e-02    1.9528e+02    4.0614e-01    3.5465e-01    4.2405e-01    3.9442e-01    4.8194e-02    1.4798e+02    3.3284e-01    2.8110e-01    7.6031e-02    3.8886e+02    8.0365e-01    1.9635e-01    2.1048e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.0990e+02    6.9898e-02    2.2066e+02    4.1011e-01    3.8781e-01    4.2996e-01    4.2878e-01    5.9676e-02    1.5900e+02    3.5054e-01    3.3145e-01    1.0056e-01    4.0564e+02    7.4998e-01    2.5002e-01    2.1298e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.1356e+02    5.7178e-02    2.1482e+02    3.7636e-01    3.4738e-01    3.8976e-01    3.8149e-01    4.9557e-02    1.6068e+02    3.2572e-01    2.9075e-01    8.5988e-02    4.1949e+02    7.9081e-01    2.0919e-01    2.0253e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.1708e+02    7.0553e-02    2.4695e+02    3.9616e-01    3.6361e-01    4.1797e-01    4.1040e-01    5.9942e-02    1.7222e+02    3.3508e-01    3.0532e-01    1.0028e-01    4.5630e+02    7.3695e-01    2.6305e-01    2.1494e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.2040e+02    5.1467e-02    2.4267e+02    3.5048e-01    2.9782e-01    3.7660e-01    3.5069e-01    4.3375e-02    1.6061e+02    2.8428e-01    2.4209e-01    7.1970e-02    4.5062e+02    7.1702e-01    2.8298e-01    2.1168e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.2376e+02    9.7027e-02    3.3576e+02    3.7933e-01    3.6625e-01    3.9864e-01    4.1389e-01    6.6837e-02    1.8929e+02    3.4162e-01    3.3409e-01    1.5597e-01    6.2172e+02    6.6129e-01    3.3871e-01    2.2481e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.2669e+02    9.3700e-02    3.4812e+02    3.9275e-01    3.4992e-01    4.2109e-01    4.2199e-01    7.0013e-02    1.9179e+02    3.4363e-01    3.0328e-01    1.3475e-01    6.1910e+02    6.3414e-01    3.6586e-01    2.2653e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.2979e+02    4.9707e-02    2.0422e+02    3.6228e-01    3.2740e-01    3.8284e-01    3.6844e-01    4.3876e-02    1.5041e+02    3.0571e-01    2.7183e-01    6.5746e-02    3.5221e+02    7.3338e-01    2.6662e-01    2.0903e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.3325e+02    7.5481e-02    2.7902e+02    3.9597e-01    3.5108e-01    4.3053e-01    4.1167e-01    6.2470e-02    1.7855e+02    3.2947e-01    2.9853e-01    1.0052e-01    4.7236e+02    6.5805e-01    3.4195e-01    2.1510e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.3661e+02    8.0484e-02    2.8396e+02    3.9613e-01    3.6177e-01    4.2404e-01    4.2548e-01    6.7404e-02    1.8202e+02    3.2924e-01    2.9743e-01    1.1184e-01    5.2832e+02    7.0564e-01    2.9436e-01    2.1402e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.3975e+02    8.5937e-02    2.9225e+02    4.0170e-01    3.7031e-01    4.3355e-01    4.4172e-01    6.9729e-02    1.7625e+02    3.3452e-01    3.0911e-01    1.2013e-01    5.3695e+02    6.7840e-01    3.2160e-01    2.1844e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.4280e+02    1.1131e-01    3.4549e+02    4.0439e-01    3.9185e-01    4.3543e-01    4.6394e-01    8.3938e-02    1.9396e+02    3.5543e-01    3.4581e-01    1.5448e-01    5.8441e+02    6.1192e-01    3.8808e-01    2.1917e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.4597e+02    8.6956e-02    2.8730e+02    3.8537e-01    3.7706e-01    3.9891e-01    4.1607e-01    6.2922e-02    1.7661e+02    3.5423e-01    3.4422e-01    1.4223e-01    5.4187e+02    6.9694e-01    3.0306e-01    2.2397e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.4913e+02    5.1469e-02    2.2981e+02    3.5233e-01    3.0934e-01    3.7306e-01    3.5134e-01    4.3698e-02    1.6135e+02    2.9192e-01    2.5662e-01    7.4127e-02    4.2943e+02    7.4460e-01    2.5540e-01    2.0792e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.5249e+02    7.2048e-02    2.6275e+02    3.7489e-01    3.5417e-01    3.9730e-01    4.0470e-01    5.5780e-02    1.6409e+02    3.2039e-01    3.0751e-01    1.1160e-01    5.0261e+02    7.0857e-01    2.9143e-01    2.1025e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.5587e+02    7.5523e-02    2.9908e+02    3.9110e-01    3.3555e-01    4.2435e-01    4.0539e-01    6.1710e-02    1.8102e+02    3.2908e-01    2.8061e-01    1.0129e-01    5.1935e+02    6.5105e-01    3.4895e-01    2.3272e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.5875e+02    8.9896e-02    3.5127e+02    3.8944e-01    3.3854e-01    4.2261e-01    4.2106e-01    6.9387e-02    1.9080e+02    3.3918e-01    2.8926e-01    1.2097e-01    5.9445e+02    6.0243e-01    3.9757e-01    2.2922e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.6171e+02    6.7034e-02    2.7965e+02    3.7384e-01    3.2405e-01    4.0764e-01    3.9133e-01    5.6300e-02    1.7513e+02    3.1139e-01    2.6872e-01    8.6867e-02    4.7277e+02    6.4885e-01    3.5115e-01    2.1749e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.6517e+02    6.4270e-02    2.3491e+02    3.7931e-01    3.5365e-01    4.0312e-01    4.0405e-01    5.3491e-02    1.5778e+02    3.2272e-01    3.0061e-01    8.9889e-02    4.1824e+02    7.0388e-01    2.9612e-01    2.2499e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.6835e+02    1.1915e-01    4.0015e+02    4.0969e-01    3.7324e-01    4.4831e-01    4.5521e-01    9.0148e-02    2.1576e+02    3.5799e-01    3.2810e-01    1.5798e-01    6.4699e+02    5.7242e-01    4.2758e-01    2.2617e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.7188e+02    8.4771e-02    2.9116e+02    4.0880e-01    3.6799e-01    4.3791e-01    4.4089e-01    6.7218e-02    1.7048e+02    3.4272e-01    3.0603e-01    1.2462e-01    5.6513e+02    6.9420e-01    3.0580e-01    2.3729e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.7498e+02    1.1151e-01    3.7805e+02    4.2404e-01    3.7103e-01    4.7142e-01    4.6649e-01    9.0863e-02    2.0782e+02    3.6035e-01    3.1459e-01    1.3927e-01    6.0684e+02    5.7338e-01    4.2662e-01    2.3697e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.7807e+02    9.6395e-02    3.5305e+02    3.7424e-01    3.5318e-01    3.9460e-01    3.9702e-01    6.2683e-02    1.9039e+02    3.3258e-01    3.2533e-01    1.6536e-01    6.8581e+02    6.7167e-01    3.2833e-01    2.2491e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.8141e+02    4.6195e-02    2.0924e+02    3.5551e-01    3.0629e-01    3.7098e-01    3.4030e-01    3.9658e-02    1.5375e+02    3.0193e-01    2.5535e-01    6.8837e-02    4.0146e+02    7.7597e-01    2.2403e-01    2.1880e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.8495e+02    6.7474e-02    2.7352e+02    3.7886e-01    3.3036e-01    4.0932e-01    3.9213e-01    5.5338e-02    1.7156e+02    3.1518e-01    2.7616e-01    9.2847e-02    4.8669e+02    6.7644e-01    3.2356e-01    2.3166e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.8813e+02    1.1889e-01    4.0682e+02    4.1690e-01    3.6886e-01    4.5644e-01    4.5685e-01    8.8457e-02    2.1032e+02    3.6302e-01    3.2222e-01    1.6035e-01    6.7456e+02    5.7674e-01    4.2326e-01    2.5283e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.9100e+02    8.0256e-02    3.3920e+02    3.7645e-01    3.2120e-01    4.0943e-01    3.8674e-01    6.3782e-02    2.0227e+02    3.2243e-01    2.7570e-01    1.0723e-01    5.6340e+02    6.2084e-01    3.7916e-01    2.2233e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.9447e+02    5.6622e-02    2.2564e+02    3.6927e-01    3.3415e-01    3.8811e-01    3.7425e-01    4.6442e-02    1.5529e+02    3.1155e-01    2.8473e-01    8.7795e-02    4.4108e+02    7.5384e-01    2.4616e-01    2.2226e+00    
6.0002e+02    1.0000e+02    5.0003e-02    3.0003e+01    3.0003e+03    3.9780e+02    9.5833e-02    3.4424e+02    3.9769e-01    3.5763e-01    4.2940e-01    4.3014e-01    7.1525e-02    1.8950e+02    3.4391e-01    3.1121e-01    1.3706e-01    6.0669e+02    6.2910e-01    3.7090e-01    2.2629e+00    
